ims_id,TRX_Qty,trgt_flg,cal_dt
2455462,215.99,Y,1/1/2012 0:00
2455462,320.88,Y,2/1/2012 0:00
2455462,262.92,Y,3/1/2012 0:00
2455462,110.66,Y,4/1/2012 0:00
2455462,96.79,Y,5/1/2012 0:00
2455462,268.93,Y,6/1/2012 0:00
2455462,205.23,Y,7/1/2012 0:00
2455462,449.56,Y,8/1/2012 0:00
2455462,227.86,Y,9/1/2012 0:00
2455462,196.49,Y,10/1/2012 0:00
2455462,250.83,Y,11/1/2012 0:00
2455462,319.46,Y,12/1/2012 0:00
2456011,67.07,N,5/1/2012 0:00
2456011,65.63,N,8/1/2012 0:00
2462889,176.96,N,12/1/2012 0:00
2355361,128.13,N,1/1/2012 0:00
2355361,67.01,N,2/1/2012 0:00
2363216,66.25,Y,9/1/2012 0:00
2363216,0,Y,10/1/2012 0:00
2363216,0,Y,11/1/2012 0:00
2371693,0,N,9/1/2012 0:00
2371693,308.24,N,10/1/2012 0:00
2371693,0,N,11/1/2012 0:00
2371693,0,N,12/1/2012 0:00
2382771,127.02,N,1/1/2012 0:00
2382771,139.96,N,2/1/2012 0:00
2382771,69.15,N,3/1/2012 0:00
2382771,75.22,N,5/1/2012 0:00
2382771,76.15,N,6/1/2012 0:00
2382771,67.17,N,9/1/2012 0:00
2382771,0,N,10/1/2012 0:00
2382771,66.45,N,11/1/2012 0:00
2382771,0,N,12/1/2012 0:00
2386704,0,N,9/1/2012 0:00
2386704,76.06,N,10/1/2012 0:00
2386704,70.86,N,11/1/2012 0:00
2386704,181.5,N,12/1/2012 0:00
2392556,0,N,9/1/2012 0:00
2392556,0,N,10/1/2012 0:00
2392556,77.48,N,11/1/2012 0:00
2392556,0,N,12/1/2012 0:00
2393087,132.89,Y,4/1/2012 0:00
2393087,127.31,Y,5/1/2012 0:00
2393087,124.41,Y,12/1/2012 0:00
2398194,42.13,Y,3/1/2012 0:00
2398194,44.68,Y,4/1/2012 0:00
2398194,269.51,Y,5/1/2012 0:00
2398194,90.06,Y,6/1/2012 0:00
2398194,42.12,Y,8/1/2012 0:00
2398194,124.32,Y,9/1/2012 0:00
2398194,85.7,Y,10/1/2012 0:00
2398194,224.84,Y,11/1/2012 0:00
2398194,0,Y,12/1/2012 0:00
2400131,87.54,N,2/1/2012 0:00
2400131,64.62,N,3/1/2012 0:00
2400131,100.26,N,4/1/2012 0:00
2400131,93.45,N,7/1/2012 0:00
3550479,0,N,9/1/2012 0:00
3550479,66.87,N,10/1/2012 0:00
3550479,0,N,11/1/2012 0:00
3550479,0,N,12/1/2012 0:00
3676878,110.51,N,8/1/2012 0:00
3676878,0,N,9/1/2012 0:00
3676878,69.69,N,10/1/2012 0:00
3676878,0,N,11/1/2012 0:00
3676878,0,N,12/1/2012 0:00
3179872,117,N,1/1/2012 0:00
3223399,73.64,N,1/1/2012 0:00
3223399,76.69,N,2/1/2012 0:00
3223399,147.44,N,3/1/2012 0:00
3223399,77.55,N,5/1/2012 0:00
3223399,70.32,N,7/1/2012 0:00
3223399,66.45,N,9/1/2012 0:00
3223399,126.76,N,10/1/2012 0:00
3223399,125.4,N,11/1/2012 0:00
3223399,0,N,12/1/2012 0:00
3408450,84.51,N,1/1/2012 0:00
4412703,76.22,N,5/1/2012 0:00
4476333,377.94,N,9/1/2012 0:00
4476333,0,N,10/1/2012 0:00
4476333,65.01,N,11/1/2012 0:00
4476333,205.43,N,12/1/2012 0:00
4478204,180.18,N,2/1/2012 0:00
4493871,119.04,N,1/1/2012 0:00
4512194,51.49,Y,1/1/2012 0:00
4512194,69.35,Y,5/1/2012 0:00
4512194,191.21,Y,8/1/2012 0:00
4512194,88.38,Y,9/1/2012 0:00
4512194,95.23,Y,10/1/2012 0:00
4512194,81.72,Y,11/1/2012 0:00
4512194,149.37,Y,12/1/2012 0:00
D30040PUD,120,N,4/1/2012 0:00
D30040PUD,120,N,8/1/2012 0:00
D30046PUD,180,N,5/1/2012 0:00
D30060IM,180,N,1/1/2012 0:00
D30060IM,180,N,4/1/2012 0:00
D30060IM,180,N,7/1/2012 0:00
D30114PUD,60,N,7/1/2012 0:00
D30117FM,120,N,1/1/2012 0:00
D30117FM,120,N,3/1/2012 0:00
D30120IM,120,N,3/1/2012 0:00
D30120IM,180,N,5/1/2012 0:00
D30120IM,180,N,7/1/2012 0:00
D30165PUD,60,N,1/1/2012 0:00
D30165PUD,60,N,2/1/2012 0:00
D30165PUD,60,N,3/1/2012 0:00
D30165PUD,60,N,4/1/2012 0:00
D30263PCC,120,N,3/1/2012 0:00
D30263PCC,120,N,5/1/2012 0:00
D30263PCC,120,N,7/1/2012 0:00
D30311NRP,180,N,6/1/2012 0:00
D30322PUD,180,N,3/1/2012 0:00
D30322PUD,180,N,5/1/2012 0:00
D30363IM,120,N,3/1/2012 0:00
D30363IM,120,N,5/1/2012 0:00
D30363IM,120,N,7/1/2012 0:00
D30363IM,120,N,8/1/2012 0:00
9500465,63.39,N,1/1/2012 0:00
9500465,63.75,N,2/1/2012 0:00
9500465,0,N,9/1/2012 0:00
9500465,103.28,N,10/1/2012 0:00
9500465,0,N,11/1/2012 0:00
9830519,64.97,N,8/1/2012 0:00
9830519,119.88,N,9/1/2012 0:00
9830519,0,N,10/1/2012 0:00
9830519,0,N,11/1/2012 0:00
